VM ID,CPU Usage,Memory Usage,Network Usage,Storage Usage,Host ID,CPU Capacity,Memory Capacity,Network Capacity,Storage Capacity,Optimal VM Allocation,Migration Needed
14,51.51277324813034,21.13120267667663,31.41206418533158,97.5877585557305,98,148.66826093986953,2163.7925758265033,234.06392337311405,1227.5660257130396,1,0
15,55.693246254375936,56.577464030299836,83.09797349988595,58.28053559944779,42,148.66826093986953,2163.7925758265033,234.06392337311405,1227.5660257130396,1,0
16,95.58748671273848,6.710449350027692,81.37819351226238,79.9089468942368,36,148.66826093986953,2163.7925758265033,234.06392337311405,1227.5660257130396,1,0
17,84.5301382029407,9.736797934080087,93.79654582610787,74.629575709883,86,148.66826093986953,2163.7925758265033,234.06392337311405,1227.5660257130396,1,0
18,77.22445090206918,93.73678805245267,85.27457682163674,48.68949914329279,88,148.66826093986953,2163.7925758265033,234.06392337311405,1227.5660257130396,1,0
19,40.58829865282437,40.26446612743524,77.59514018337372,15.607065045971813,58,148.66826093986953,2163.7925758265033,234.06392337311405,1227.5660257130396,1,0
20,86.65439926717112,37.94766292845967,29.933543842059606,6.10085708828032,41,148.66826093986953,2163.7925758265033,234.06392337311405,1227.5660257130396,0,0
21,57.97823530308502,76.3914289611111,16.25774341876367,90.04263187720174,91,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,1,0
22,78.50160604026104,29.02964937268092,80.46245363048207,80.73134035371694,59,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,1,0
23,23.707272389084732,82.83664208945403,25.35967152214268,47.35749340315733,68,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,1,0
24,43.009631581594135,60.953661838368134,20.87676338125817,54.39219107452151,65,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,1,0
25,47.0817836323677,42.96885191025414,84.80928561672255,23.53451934812856,50,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,0,0
26,76.04403177814918,43.939347080374944,81.04738042456276,13.08219501723702,59,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,1,0
27,74.8276712345569,16.810889270076512,99.7792083616951,36.85487652211281,69,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,1,0
28,73.69533591672834,95.11513969955885,48.7904639894378,60.364249497938026,81,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,1,0
29,87.99666067788341,3.7157074991570394,69.50362147879413,0.2613877470224901,65,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,1,0
30,8.236695795376514,75.5625111625298,69.12942457313565,68.0403410525527,84,400.36928765844044,1973.7237395698762,187.78545754739832,5724.532121585179,1,0
31,93.81321129708643,5.598553814085038,52.15009688531025,74.64933854476638,38,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,1,0
32,84.29083767199816,56.72783414412805,66.05625038554344,26.2558343594944,39,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,1,0
33,90.30612363189493,96.54062230177523,23.646840238128096,99.87852211945173,52,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,0,0
34,98.56427094126855,64.74886816345905,57.85006269330363,6.858002339060909,56,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,0,0
35,20.087209574165254,74.99930824845895,95.12145000392873,63.45748075579187,8,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,0,0
36,87.45727178007638,55.54210760327132,42.530004897339694,60.847268985584854,32,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,1,0
37,30.386427069440312,4.562418058738283,94.81183262979685,29.750891774956678,33,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,1,0
38,72.92826037997095,54.38787326302905,8.297814812414916,48.27553661814201,79,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,1,0
39,56.832806104702414,85.69271126784322,23.719715503991658,59.16481347615026,34,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,1,0
40,53.95244197687023,52.896550228181695,6.713031051034035,10.21784665620562,92,421.15520853294447,2258.3093991696114,473.2289762945567,8381.585026630657,1,1
41,26.53101559903499,83.6117662226124,82.03836287088035,17.001513942938484,50,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,1,0
42,61.33286520238769,57.65275210712125,35.236844184942974,55.9022032252196,66,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,1,0
43,66.57516660456744,22.712523720540624,53.61005485768443,16.238142142777534,50,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,1,0
44,64.55924716505979,62.9463562706574,84.48573264269658,96.89852978274014,29,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,1,0
45,80.4405568566114,16.855490862804125,0.17272554903384751,96.08690035626387,83,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,1,0
46,85.76014265869115,1.599228016263743,39.564529007217864,75.9416136061576,76,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,0,0
47,66.66621335692496,27.523118474228493,16.47036861133958,45.279870467833895,55,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,1,0
48,66.84988630822792,26.661116614763046,93.09362528828011,2.542968989333705,66,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,1,0
49,3.40456206978077,40.14140627694427,59.652629040328854,95.85764618918098,21,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,1,0
50,12.84226325733584,83.44577186154439,82.8918806416803,59.969655015607195,8,150.7897578931237,2521.9323878550804,951.8660335315327,4327.011077363239,1,0
51,0.605029501528942,60.28923108598169,16.882315515588033,97.63912555626422,60,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,1,0
52,12.542164894374153,67.26298502516327,59.72401020424487,40.5058824648042,59,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,1,0
53,15.793025945340688,46.85020081780168,68.83023588452932,98.89160022959057,81,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,1,0
54,74.6187835084695,60.55452068238485,73.45750380775489,58.36321739711391,90,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,1,0
55,11.729575453856711,76.78254871119826,78.35472654550398,8.258454007188154,54,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,1,0
56,2.5419631089507733,3.0268509777487185,27.943513223690363,67.61304944181963,81,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,1,0
57,99.37983995608685,43.0573870417264,14.27307974984372,53.17541496691378,11,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,0,0
58,93.04395644878326,56.22406923223392,40.11296473220124,91.0818329570267,38,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,1,0
59,35.17957012579883,25.507577286863093,16.174663594980252,8.292677805227754,53,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,1,0
60,70.55504278141079,87.80735566977611,14.43168142555924,4.4870951204833975,10,195.7283547942926,2037.3980486747835,301.6966973688684,4025.877646072316,1,0
61,37.77084486564428,64.6656443950121,51.870961214565334,2.5423727859522516,61,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,1,0
62,3.656631853024439,35.106943858364836,93.95465428944104,4.372752714534123,22,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,0,0
63,45.72140619529986,71.3715921625917,99.15197510353309,80.56028871670414,26,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,1,0
64,46.01535322992619,49.36074377430361,26.166754968955907,16.887389835939604,44,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,1,0
65,28.638788738396126,66.86077239616813,87.99475001246907,64.05966656242929,55,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,1,0
66,77.06197923163086,13.83363716190551,59.703101119468485,76.4640618366924,30,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,1,0
67,36.26740913185051,91.21132778340485,85.80330119760015,3.6240353309483164,23,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,1,0
68,92.95386028733378,28.00354918318273,68.24554359995018,74.99464877173983,44,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,1,0
69,42.98821229538338,56.01465737054362,62.64506350131622,6.187183926239104,53,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,1,0
70,98.49442465462509,9.307072474677247,6.055382106805918,55.712712934385976,65,499.1683410830592,3220.3315873767638,412.2951130930589,1242.4339048708212,1,1
71,20.7371684024239,63.89735806459208,0.8725350765044326,62.00076364677126,74,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,0
72,93.69141064548576,45.28115407687785,22.88569980916605,8.746110475758751,68,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,0
73,43.30611130511674,84.81237709618586,42.829753681492065,3.3755353382437847,82,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,1
74,8.493905041136717,35.644702801396186,78.7251347483006,65.63703204668441,67,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,0
75,97.75071368353677,25.956221608592177,99.79300523644925,9.582158030557775,63,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,0
76,16.87430697871961,85.20726251466296,45.385866700484854,52.681425731075194,72,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,1
77,12.467288462038228,13.439120957797746,74.93748510588117,6.036553334938377,3,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,0
78,35.619931124253625,91.48424391174957,88.65769084648558,69.2264278533187,63,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,0
79,23.1036476528687,16.668733624543066,26.85152642033031,67.81735080427931,60,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,0
80,60.349425312318886,89.15623273929529,65.59870095002088,80.26025205527323,60,410.546610193415,1959.0974308396735,991.788834568963,9711.935071395072,1,0
81,22.13730019055422,22.959974444608644,22.701206747621605,77.07731419311266,91,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
82,70.90892210287888,82.45849191611457,27.461189657143404,41.90249740498909,87,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
83,58.631686699175624,78.32382572532774,83.51742907382709,58.10441060594459,24,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
84,49.32024482581956,51.57355138502194,78.5435414154494,25.00779033648577,10,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
85,26.64181605111994,33.935283210220405,45.411112690499365,40.56819358417314,76,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
86,38.501762649553804,52.656650650592965,88.98941608661069,43.611230343350286,58,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
87,62.22157689454724,5.658608540406496,95.23844988343124,25.262607660928104,58,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
88,21.72089829026954,6.368395359776635,78.63759300914569,57.66970984122904,65,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
89,54.061312730521,4.782529363103283,59.473795655974726,32.6694589099296,19,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
90,56.83018241475231,12.517070445314637,14.550574467695442,94.00599598799835,87,365.73395267904505,3928.6254803313145,942.1927607418,3432.8457423986483,1,0
91,6.9891393717889105,57.81839874800608,70.44361728089618,9.549658226758396,25,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,1,0
92,69.8885731183531,84.05455088973419,87.73011261371943,38.61636804623231,40,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,1,0
93,88.09335023341306,66.82609329088186,86.40682750210107,37.26948292439769,42,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,1,0
94,52.41650556407483,49.299208395089266,83.43751270687147,21.140770366590054,16,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,1,0
95,48.88780032567506,89.99733286106837,62.938539262104776,37.247943532810915,95,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,1,0
96,78.66727270934264,54.71257119548299,14.516041983145833,16.9367353928336,2,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,1,0
97,55.08970997953067,7.730216145598334,90.2115003821965,83.35255224947427,76,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,1,0
98,97.43430758746388,84.28096788295667,13.720924448699733,28.823948499043983,29,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,1,0
99,1.6007202688524624,26.812458874939548,26.82817294866244,53.9365085431244,62,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,1,0
100,63.46746836092656,0.3729260164570425,46.62793149690686,8.76944811706043,83,117.65078923080519,3937.3846768290086,363.5394055518107,3890.329871472122,0,0
101,11.172492985611381,9.515561235201531,94.60674495020169,31.850473912878062,77,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,1,0
102,72.79668615614068,76.11639064021439,4.814339767291687,79.35063938090667,21,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,1,0
103,62.1252792776469,26.574812184449893,52.102189900743824,9.376751879138535,35,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,1,0
104,92.45818929803237,54.23334116561516,83.62139919529852,64.99501430244112,81,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,1,0
105,60.87875202013275,21.11597848506247,68.22464160433638,67.75890839662964,98,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,1,0
106,7.812130020325703,84.12973720819147,20.01897773930581,96.47088963473875,59,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,0,0
107,43.31868354636846,26.057085065359466,97.9586674624469,50.87952713207653,52,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,1,0
108,78.57006406898132,46.61567021845205,87.42156510200158,8.063681284583845,10,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,1,0
109,16.269854202889476,40.352144988831164,4.689081514796678,64.50784531063549,52,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,1,0
110,59.242464136892956,95.03616755259915,84.31569285003229,10.504890680064772,22,356.9839183810747,1597.8359296774238,426.0507603782289,3904.8261116515014,1,0
111,72.17622324599257,2.7953217618105097,95.85699640884935,42.06172239094549,87,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,1,0
112,40.778693928831345,42.404135757347014,60.00397316943372,30.393799142078816,9,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,0,0
113,17.389331606027337,44.741406523848006,83.57792897669592,38.732068802406246,42,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,1,0
114,71.08492410114981,38.43083510253253,9.422539982858547,69.80980855215104,24,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,1,0
115,35.17212967020402,85.34614860310413,54.23747579797427,58.70123785213934,72,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,1,0
116,23.204823778893914,73.82531168001073,4.4602212999081186,79.82922503169878,17,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,1,0
117,40.303609338181936,48.077152932314306,39.18049576727728,5.051255251076093,20,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,1,0
118,3.8460215297885902,47.87685761033439,99.21736045168186,53.63624807941114,15,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,1,0
119,85.80670923630329,19.694188047819473,32.136989495604695,72.43332320939788,25,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,1,0
120,16.30883251423375,61.62568007472814,44.92931161994679,52.621848537595426,48,279.57185072955986,4790.980629892599,266.04812918214697,1444.6455840737956,1,0
121,74.85652154074593,11.990851197320795,80.51611071952156,20.892237881481556,20,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,1
122,16.564963429248348,61.953566804465,20.090944904224216,56.65748840136236,41,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,0
123,34.1075012214446,30.704273917129065,64.64034667192183,55.599807083830946,6,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,0
124,90.02935442129663,20.12732351918669,59.23880933968029,38.899691903781886,76,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,1
125,39.26631243210048,50.82169195506383,81.99100679584718,86.93760351306939,91,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,0
126,84.24782502239255,64.81213798904515,88.05892605322917,39.424239988023245,79,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,0
127,39.152021529158695,43.65945533313676,7.902970223602235,56.10365148557427,52,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,0
128,87.12887610057565,91.74816822516352,1.92944279966476,56.53339382914135,23,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,0
129,92.34811020214221,21.380190170026648,46.91496284052167,95.02894898887536,30,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,0
130,39.86132346309572,23.19549406622149,59.724745632645494,40.63066954096385,7,391.0935491395793,2671.0766948050305,947.1925037175203,7307.774677641476,1,0
131,72.51244540644271,26.80752698818051,65.10695752159045,17.71690787919432,90,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,1,0
132,15.01379743790322,2.977822684515563,76.07139740538487,74.52119084138556,50,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,1,0
133,78.58161050049439,9.917540149860438,42.64702812976603,42.21337972974422,63,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,1,0
134,77.46962726571533,67.38666922553101,44.87695866106236,19.528084371494458,35,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,1,1
135,90.89552816071502,2.315897258302868,67.79837226066789,82.52061323585981,67,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,1,0
136,78.43397379653008,93.97440898095081,81.24668381299843,15.914420336171597,83,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,0,0
137,22.408685170477817,50.867472264593474,44.05081934169268,63.57215490105702,61,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,1,0
138,65.34685599698182,64.84316684392907,95.50083553574615,14.963555758077963,13,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,1,0
139,74.0343046621917,77.44658739480163,92.4803824946374,4.638031649763508,37,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,1,0
140,30.33302302014652,90.43814912757428,59.474817672806694,87.4838257224019,39,299.87916326247375,2435.561157964986,861.2507684448054,4994.9698842346625,1,0
141,44.738598425074926,83.93824471680502,0.071216198808155,67.75629904179831,59,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,1,0
142,78.37762753695708,91.69510252363447,91.26222715819189,54.424464894964196,78,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,1,1
143,57.163209099424265,74.15754285816882,88.37493155491832,35.932049304554944,5,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,0,0
144,87.12216715562988,72.10371794942057,96.66729800158676,27.9269974521563,72,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,0,0
145,55.99910580272095,50.54314399985089,36.17772960893604,13.37928590771259,86,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,1,0
146,69.91693192802214,57.67988176414237,34.11803884911341,27.58903655920466,89,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,1,0
147,19.709212446565004,13.735408227574775,60.178926235743525,10.381061710419404,22,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,1,0
148,94.99088556609236,98.44852899231346,73.87723541950957,54.701547744278734,40,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,1,0
149,20.170154680816353,54.955887334518884,33.294960008893725,10.95807003446232,71,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,1,0
150,54.831377558586524,47.57262932639258,14.200217873989008,30.457160856277998,39,158.86941785226486,2414.4190256422335,585.5190951616747,2476.475472730196,0,0
151,68.57962592434556,69.07062611592494,95.23626679465723,59.394857361251866,20,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,1,1
152,33.89341929664419,28.75467931708767,14.821762469789467,14.603525907543101,93,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,1,0
153,76.60749960335099,41.041247929989396,24.6508099995138,28.06472214599597,47,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,1,0
154,57.67035155388912,83.61466787556716,10.61722524108526,50.76428959869993,62,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,1,0
155,26.06412593216839,38.109852771084775,40.67241982394404,62.87814431113339,32,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,0,0
156,89.05621323046682,75.44448490491926,90.46901693360643,81.49851953240007,81,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,1,0
157,76.98949869040024,60.66014574479978,79.5741957444712,58.73753799730055,43,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,1,0
158,70.22827946719671,93.61925946211139,94.64524376026755,50.01954493264647,39,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,1,0
159,15.506906520684073,74.57019499196535,95.9375045876804,76.38198082428946,66,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,1,0
160,20.05538142132356,35.755987653341094,83.7062101297775,78.64080886655668,63,186.1029277900205,3908.908760855716,701.4010619546236,8527.624816683143,1,0
161,45.8135679666397,79.73225888692174,9.401796689559983,5.2415964319540205,29,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,1,0
162,54.011638262147045,14.735175995676887,28.507041296902724,65.52068754947966,40,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,1,0
163,61.1733629870267,97.20429929871737,81.99339218620808,60.22933645210038,63,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,1,1
164,60.16882957202409,17.19609528093017,80.55135575705249,45.18168808131927,23,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,1,0
165,37.758813965499286,14.535357936333371,20.74213975205047,52.74535625604473,82,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,1,0
166,82.3108389423955,68.35051947774973,30.946926892769767,18.513163814146473,73,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,0,0
167,10.253955437197426,40.704038946837095,42.81169876018992,38.08377097210882,61,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,1,0
168,66.21439098013771,48.61337227036082,81.22172236130046,95.45016450675847,10,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,1,0
169,75.79994650146641,4.747898895974323,49.57366687488922,69.45724078413416,20,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,0,0
170,46.00889350585792,99.80620893168691,2.5602597607017996,31.52228166699088,50,376.53162685434154,2782.613394578829,589.1842279638438,2924.4166216264193,1,0
171,99.0096469933726,80.93270143883154,93.64012959009715,48.0586976968681,23,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,0,0
172,97.39505775847142,41.60936086687027,14.1644369194453,37.700304338504296,28,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,1,0
173,83.80211130755293,62.72647055610633,16.845939956125942,73.38507237496432,96,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,1,0
174,71.1172017983105,82.8905630727808,5.4101893805658,55.23451250970952,51,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,1,0
175,79.5196393332136,7.983397821213445,70.6685020865285,93.89999361711003,55,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,1,0
176,67.98046929945988,95.91657106837243,0.2531208645517702,77.83509990715399,40,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,1,0
177,62.772577895861936,57.51591255858796,53.192878654340525,41.20336004419678,19,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,1,0
178,97.79002483277498,29.151406305130457,97.93639429098342,50.66048988621763,80,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,1,0
179,70.641555258155,73.77905202933324,86.44983635924925,93.82136205042845,42,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,1,0
180,53.40522280579424,51.94031035075152,3.289953849597338,32.05253176420572,35,278.9507362126524,3055.2751986476087,887.0387444399645,6938.140414907772,1,0
181,18.68784800908916,39.424039858064866,47.29680931748225,46.78793578535324,39,135.8879041352577,2512.9303831094567,364.2084326266532,3811.7680323623513,1,0
182,28.308249077310755,11.046444182485027,65.13232242144475,73.0924821698059,3,135.8879041352577,2512.9303831094567,364.2084326266532,3811.7680323623513,1,0
183,87.11344019712315,35.08498973220162,33.98762703690035,69.50001817504948,56,135.8879041352577,2512.9303831094567,364.2084326266532,3811.7680323623513,1,0
184,17.182179608439696,4.943051940931942,81.98114814157226,23.407776617900755,8,135.8879041352577,2512.9303831094567,364.2084326266532,3811.7680323623513,1,0
185,57.24918319273936,1.952892096003478,60.95190258236504,60.69657333306646,43,135.8879041352577,2512.9303831094567,364.2084326266532,3811.7680323623513,1,0
186,0.7806923202871241,87.70702935358256,9.287199768787746,3.6160795783045097,56,135.8879041352577,2512.9303831094567,364.2084326266532,3811.7680323623513,1,0
187,50.56561218888061,34.46537028814021,26.397974028990113,31.914866262674014,36,135.8879041352577,2512.9303831094567,364.2084326266532,3811.7680323623513,1,0
188,65.9630610749695,2.272270193682968,39.999970345405956,14.859082256356492,82,135.8879041352577,2512.9303831094567,364.2084326266532,3811.7680323623513,1,0
189,2.661446589849914,47.89067049846696,19.6467564995068,16.469556495716542,21,135.8879041352577,2512.9303831094567,364.2084326266532,3811.7680323623513,1,0
